Journal title,Journal URL,URL in DOAJ,When did the journal start to publish all content using an open license?,Alternative title,Journal ISSN (print version),Journal EISSN (online version),Keywords,Languages in which the journal accepts manuscripts,Publisher,Country of publisher,Society or institution,Country of society or institution,Journal license,License attributes,URL for license terms,Machine-readable CC licensing information embedded or displayed in articles,URL to an example page with embedded licensing information,Author holds copyright without restrictions,Copyright information URL,Review process,Review process information URL,Journal plagiarism screening policy,Plagiarism information URL,URL for journal's aims & scope,URL for the Editorial Board page,URL for journal's instructions for authors,Average number of weeks between article submission and publication,APC,APC information URL,APC amount,Journal waiver policy (for developing country authors etc),Waiver policy information URL,Has other fees,Other fees information URL,Preservation Services,Preservation Service: national library,Preservation information URL,Deposit policy directory,URL for deposit policy,Persistent article identifiers,Article metadata includes ORCIDs,Journal complies with I4OC standards for open citations,Does the journal comply to DOAJ's definition of open access?,URL for journal's Open Access statement,Continues,Continued By,LCC Codes,Subjects,DOAJ Seal,Added on Date,Last updated Date,Number of Article Records,Most Recent Article Added
Buletin Al-Turas,http://journal.uinjkt.ac.id/index.php/al-turats/oai?verb=Identify,https://doaj.org/toc/ac91ec36d8b94e73a8d547e5a6d2a7c1,0853-1692,2579-5848,Indonesia,No,No,,,8531692,25795848,
Jurnal Filsafat,https://jurnal.ugm.ac.id/wisdom/oai?verb=Identify,https://doaj.org/toc/609f34e471e74ccc9dacc2a622774a10,0853-1870,2528-6811,Indonesia,No,No,,,8531870,25286811,
Biosfer,http://journal.unj.ac.id/unj/index.php/biosfer/oai?verb=Identify,https://doaj.org/toc/1f2635b251db4123aed08a455b2424ce,0853-2451,2614-3984,Indonesia,Yes,No,,,8532451,26143984,
Jurnal Teknik Sipil,http://journals.itb.ac.id/index.php/jts/oai?verb=Identify,https://doaj.org/toc/9f346221ca764a8d903fa29c74d44ebc,0853-2982,2549-2659,Indonesia,Yes,No,,,8532982,25492659,
Jurnal Theologia,http://journal.walisongo.ac.id/index.php/teologia/oai?verb=Identify,https://doaj.org/toc/4b3a87cdfd4147dbab8bb05df1ebd817,0853-3857,2540-847X,Indonesia,No,No,,,8533857,2540847X,
IPTEK: The Journal for Technology and Science,http://www.iptek.its.ac.id/index.php/jts/oai?verb=Identify,https://doaj.org/toc/61273d83989f47fbb9a54a12475d4fd3,0853-4098,2088-2033,Indonesia,No,No,,,8534098,20882033,
Jurnal Ilmu Pertanian Indonesia,https://journal.ipb.ac.id/index.php/JIPI/oai?verb=Identify,https://doaj.org/toc/eff420a7557f49c296aa5c6c654e7153,0853-4217,2443-3462,Indonesia,Yes,No,,,8534217,24433462,
Jurnal Urologi Indonesia,http://juri.urologi.or.id/juri/oai?verb=Identify,https://doaj.org/toc/ee6643544aeb4f4bbf4fabfafc8833a7,0853-442X,2355-1402,Indonesia,No,No,,,0853442X,23551402,
Habitat,http://habitat.ub.ac.id/index.php/habitat/oai?verb=Identify,https://doaj.org/toc/78d446d2645140c18ae98973ccbab715,0853-5167,2338-2007,Indonesia,Yes,No,,,8535167,23382007,
Jurnal Perikanan Universitas Gadjah Mada,https://jurnal.ugm.ac.id/jfs/oai?verb=Identify,https://doaj.org/toc/2fdbef8ea99b4c4eaa8251abfe320877,0853-6384,2502-5066,Indonesia,No,No,,,8536384,25025066,
Ilmu Kelautan,https://ahlimedia.com/jurnal/index.php/jira/about/oai?verb=Identify,https://doaj.org/toc/4f98f28141274f26a1a0b6dc2177fa94,0853-7291,2406-7598,Indonesia,Yes,No,,,8537291,24067598,
Jurnal Siasat Bisnis,http://journal.uii.ac.id/index.php/JSB/oai?verb=Identify,https://doaj.org/toc/d71986d69286454a95b7687b57c5df9d,0853-7666,2528-7001,Indonesia,Yes,No,,,8537666,25287001,
Indonesian Journal of Biotechnology,https://jurnal.ugm.ac.id/ijbiotech/oai?verb=Identify,https://doaj.org/toc/ac6d3dd313cd49cea9dbeb2dc2252381,0853-8654,2089-2241,Indonesia,Yes,No,,,8538654,20892241,
Majalah Ilmiah Peternakan,http://ojs.unud.ac.id/index.php/mip/oai?verb=Identify,https://doaj.org/toc/12c4fe802632497682a033736d9d4e52,0853-8999,2656-8373,Indonesia,Yes,No,,,8538999,26568373,
Jurnal Pendidikan Geografi,http://journal2.um.ac.id/index.php/jpg/oai?verb=Identify,https://doaj.org/toc/d1524800ccd744db9c728e225e6dcbfc,0853-9251,2527-628X,Indonesia,No,No,,,8539251,2527628X,
Kalam,http://ejournal.radenintan.ac.id/index.php/KALAM/oai?verb=Identify,https://doaj.org/toc/d599cdd438ec4a70835f7965d405df2b,0853-9510,2540-7759,Indonesia,No,No,,,8539510,25407759,
Paramita: Historical Studies Journal,http://journal.unnes.ac.id/nju/index.php/paramita/oai?verb=Identify,https://doaj.org/toc/e5977a0dafb5464e9bd4881eaee03ed2,0854-0039,2407-5825,Indonesia,Yes,No,,,8540039,24075825,
Media Mahardhika: Media Komunikasi Ekonomi dan Manajemen,http://ojs.stiemahardhika.ac.id/index.php/mahardika/oai?verb=Identify,https://doaj.org/toc/84d6507bffe5488bb048b4a5dc78a71c,0854-0861,2407-4950,Indonesia,No,No,,,8540861,24074950,
Al 'Adalah: Jurnal Hukum Islam,http://ejournal.radenintan.ac.id/index.php/adalah/oai?verb=Identify,https://doaj.org/toc/9ddc0bfad23b4d7b8c9dbe2736a49a27,0854-1272,,Indonesia,No,No,,,8541272,,
Eksplorium: Buletin Pusat Pengembangan Bahan Galian Nuklir,http://jurnal.batan.go.id/index.php/eksplorium/oai?verb=Identify,https://doaj.org/toc/bc16618899ef4f17a5d84ea918d42792,0854-1418,2503-426X,Indonesia,No,No,,,8541418,2503426X,
Media Ekonomi dan Manajemen,http://jurnal.untagsmg.ac.id/index.php/fe/oai?verb=Identify,https://doaj.org/toc/812165da1b9e4ec5bd2642fb58b605cb,0854-1442,2503-4464,Indonesia,No,No,,,8541442,25034464,
Media Komunikasi Teknik Sipil,http://ejournal.undip.ac.id/index.php/mkts/oai?verb=Identify,https://doaj.org/toc/66c188b61bea4b4e869d094333ebf0c4,0854-1809,2549-6778,Indonesia,No,No,,,8541809,25496778,
Jurnal Tarbiyah,http://jurnaltarbiyah.uinsu.ac.id/index.php/tarbiyah/oai?verb=Identify,https://doaj.org/toc/d3cef8134bfa417f8bc4bff46543a659,0854-2627,2597-4270,Indonesia,No,No,,,8542627,25974270,
Geomatika,http://jurnal.big.go.id/index.php/GM/oai?verb=Identify,https://doaj.org/toc/d35c1776154041f089aabf3032ec2185,0854-2759,2502-2180,Indonesia,No,No,,,8542759,25022180,
Indigenous,https://journals.ums.ac.id/index.php/indigenous/oai?verb=Identify,https://doaj.org/toc/3c4fdcf43fbb4a5ebb516ebf258bdb21,0854-2880,2541-450X,Indonesia,Yes,No,,,8542880,2541450X,
Mudra: Jurnal Seni Budaya,http://jurnal.isi-dps.ac.id/index.php/mudra/oai?verb=Identify,https://doaj.org/toc/284b343f06634b92b5d041a0c8330f25,0854-3461,2541-0407,Indonesia,No,No,,,8543461,25410407,
Al-Ahkam,http://journal.walisongo.ac.id/index.php/ahkam/oai?verb=Identify,https://doaj.org/toc/09f8a090996244119b670f47c81b7286,0854-4603,2502-3209,Indonesia,No,No,,,8544603,25023209,
Jurnal Pendidikan Teknologi dan Kejuruan,http://journal.uny.ac.id/index.php/jptk/oai?verb=Identify,https://doaj.org/toc/a0d93c29c7a944dc920a1fba34fb669e,0854-4735,2477-2410,Indonesia,Yes,No,,,8544735,24772410,
Jurnal Pendidikan Ilmu Sosial,http://ejournal.upi.edu/index.php/jpis/oai?verb=Identify,https://doaj.org/toc/60c37980476745c8bd7ffff6f7a21b2d,0854-5251,2540-7694,Indonesia,No,No,,,8545251,25407694,
Kanun: Jurnal Ilmu Hukum,http://www.jurnal.unsyiah.ac.id/kanun/oai?verb=Identify,https://doaj.org/toc/175418f2048640f6a6885ff4c37a2032,0854-5499,2527-8428,Indonesia,Yes,No,,,8545499,25278428,
Warta Pengabdian Andalas,http://wartaandalas.lppm.unand.ac.id/index.php/jwa/oai?verb=Identify,https://doaj.org/toc/b77b9807834f43dfa6c94dce9e8f44cb,0854-655X,2797-1600,Indonesia,No,Yes,,,0854655X,27971600,
Sari Pediatri,https://saripediatri.org/index.php/sari-pediatri/oai?verb=Identify,https://doaj.org/toc/f842980ba118453199fcf79ff6e75be9,0854-7823,2338-5030,Indonesia,No,No,,,8547823,23385030,
Bahasa dan Seni: Jurnal Bahasa Sastra Seni dan Pengajarannya,http://journal2.um.ac.id/index.php/jbs/oai?verb=Identify,https://doaj.org/toc/62186e8ca4e64a2cb502c35e94d965f7,0854-8277,2550-0635,Indonesia,No,No,,,8548277,25500635,
Sekolah Dasar: Kajian Teori dan Praktik Pendidikan,http://journal2.um.ac.id/index.php/sd/oai?verb=Identify,https://doaj.org/toc/db1e3f0019e04c6b95e228cd68f77868,0854-8285,2581-1983,Indonesia,Yes,No,,,8548285,25811983,
Wahana Sekolah Dasar,http://journal2.um.ac.id/index.php/wsd//oai?verb=Identify,https://doaj.org/toc/57891f0d2c3e4004bd3bff453c6eed53,0854-8293,2622-5883,Indonesia,Yes,No,,,8548293,26225883,
Jurnal Media Hukum,http://journal.umy.ac.id/index.php/jmh/oai?verb=Identify,https://doaj.org/toc/90403a431ac644e48495260fa38425bf,0854-8919,2503-1023,Indonesia,Yes,No,,,8548919,25031023,
Linguistika,https://ojs.unud.ac.id/index.php/linguistika/oai?verb=Identify,https://doaj.org/toc/fea2b643008a4fefb67205e4c8530091,0854-9613,,Indonesia,No,No,,,8549613,,
Thai Journal of Obstetrics and Gynaecology,http://www.tci-thaijo.org/index.php/tjog/oai?verb=Identify,https://doaj.org/toc/c848b11cf7ed4216bcd46ca039bd3e5e,0857-6084,,Thailand,Yes,No,,,8576084,,
SPAFA Journal,http://www.spafajournal.org/index.php/spafajournal/oai?verb=Identify,https://doaj.org/toc/faa614042df64f43ae0c9db91d9c47b0,0858-1975,2586-8721,Thailand,No,No,,,8581975,25868721,
Warasan Wichai Mo Kho,https://www.tci-thaijo.org/index.php/APST/oai?verb=Identify,https://doaj.org/toc/afd546d170874a438af85c8bb6de84c3,0859-3957,,Thailand,No,No,,,8593957,,
Acta Asiatica Varsoviensia,http://aav.iksiopan.pl/index.php/en//oai?verb=Identify,https://doaj.org/toc/c8194ddd8cf344d7a1e65fef482d8087,0860-6102,2449-8653,Poland,No,No,,,8606102,24498653,
Acta Universitatis Lodziensis: Kształcenie Polonistyczne Cudzoziemców,https://czasopisma.uni.lodz.pl/kpc/oai?verb=Identify,https://doaj.org/toc/783909b14bee46cd8483ed406b028ff3,0860-6587,2449-6839,Poland,No,No,,,8606587,24496839,
Physiological Research,http://www.biomed.cas.cz/physiolres/index.html/oai?verb=Identify,https://doaj.org/toc/af64b21b95bc4af0b275718b15f3cd61,0862-8408,1802-9973,Czechia,Yes,No,,,8628408,18029973,
Pastos y Forrajes,http://payfo.ihatuey.cu/index.php/pasto/oai?verb=Identify,https://doaj.org/toc/961404ccdc2946eea00f6aec053be608,0864-0394,2078-8452,Cuba,No,No,,,8640394,20788452,
Cuban Journal of Agricultural Science,http://www.cjascience.com/index.php/CJAS/oai?verb=Identify,https://doaj.org/toc/f5e09fd00fcd4a89847a0d5a55df82fd,0864-0408,2079-3480,Cuba,No,No,,,8640408,20793480,
Nucleus,http://nucleus.cubaenergia.cu/index.php/nucleus/oai?verb=Identify,https://doaj.org/toc/3364de9687fa4e34a4772dd4fd809fad,0864-084X,2075-5635,Cuba,No,No,,,0864084X,20755635,
Revista Cubana de Meteorología,http://rcm.insmet.cu/index.php/rcm/oai?verb=Identify,https://doaj.org/toc/160090dd1971426eaf7b373fe18e9909,0864-151X,2664-0880,Cuba,No,No,,,0864151X,26640880,
Revista Cubana de Derecho,https://revista.unjc.cu/index.php/derecho/oai?verb=Identify,https://doaj.org/toc/ce33b55fed0b4ee89ee1cb2da536c7f3,0864-165X,2788-6670,Cuba,No,No,,,0864165X,27886670,
Revista Cubana de Oftalmología,http://www.revoftalmologia.sld.cu/index.php/oftalmologia/oai?verb=Identify,https://doaj.org/toc/4c50f5435fcb496995461245caa981fa,0864-2176,1561-3070,Cuba,No,No,,,8642176,15613070,
Comparative Law Review,http://apcz.umk.pl/czasopisma/index.php/CLR/oai?verb=Identify,https://doaj.org/toc/0ee1f2fad8aa47088acf7452e085c12d,0866-9449,2391-7644,Poland,No,No,,,8669449,23917644,
Diacrítica,http://diacritica.ilch.uminho.pt/index.php/dia/oai?verb=Identify,https://doaj.org/toc/2be920f99431457d8d81dace70ada183,0870-8967,2183-9174,Portugal,No,No,,,8708967,21839174,
História - Revista da Faculdade de Letras da Universidade do Porto,http://ojs.letras.up.pt/index.php/historia/oai?verb=Identify,https://doaj.org/toc/bac7be1face34d18936123ab23492b7d,0871-164X,,Portugal,No,No,,,0871164X,,
Portugália,http://ojs.letras.up.pt/index.php/Port/oai?verb=Identify,https://doaj.org/toc/c93c5b7adf694b719a40dae0b96464d7,0871-4290,2183-3516,Portugal,No,No,,,8714290,21833516,
Sociologia: Revista da Faculdade de Letras da Universidade do Porto,http://ojs.letras.up.pt/index.php/Sociologia/issue/archive/oai?verb=Identify,https://doaj.org/toc/5959764dcc434f1b88c4907f07a57d93,0872-3419,2182-9691,Portugal,No,No,,,8723419,21829691,
Gestão e Desenvolvimento,https://revistas.ucp.pt/index.php/gestaoedesenvolvimento/oai?verb=Identify,https://doaj.org/toc/9e5e9fe23a6e4f0290c085c5c548998b,0872-556X,2184-5638,Portugal,No,No,,,0872556X,21845638,
Territorium: Revista Portuguesa de riscos prevenção e segurança,http://impactum-journals.uc.pt/index.php/territorium/oai?verb=Identify,https://doaj.org/toc/a95abba89b6249aa87b5446d9ce88ce5,0872-8941,1647-7723,Portugal,No,No,,,8728941,16477723,
Via Spiritus,http://ojs.letras.up.pt/index.php/vsp/oai?verb=Identify,https://doaj.org/toc/9845d6e799f44a3ca08f74edc9c2dc05,0873-1233,2183-0444,Portugal,No,No,,,8731233,21830444,
Millenium,http://revistas.rcaap.pt/millenium/oai?verb=Identify,https://doaj.org/toc/59d103e2e47a4ac592036fc21bcc402b,0873-3015,1647-662X,Portugal,No,No,,,8733015,1647662X,
Páginas a&b,http://ojs.letras.up.pt/index.php/paginasaeb/oai?verb=Identify,https://doaj.org/toc/c7d6e677c8574957955c1b2345d5f62f,0873-5670,2183-6671,Portugal,No,No,,,8735670,21836671,
Africana Studia,https://ojs.letras.up.pt/index.php/AfricanaStudia/oai?verb=Identify,https://doaj.org/toc/7285ff9c8b544f1ea032f4b3dcea43e1,0874-2375,2182-2867,Portugal,No,No,,,8742375,21822867,
Ágora,http://revistas.ua.pt/index.php/agora/oai?verb=Identify,https://doaj.org/toc/fac06fca32464f31b506702695ce4c4f,0874-5498,,Portugal,No,No,,,8745498,,
Pakistan Journal of Ophthalmology,https://pjo.org.pk/index.php/pjo/oai?verb=Identify,https://doaj.org/toc/40283531f1ba4c928ca0365c021c36e6,0886-3067,2789-4347,Pakistan,Yes,No,,,8863067,27894347,
Journal of Business Strategies,https://jbs-ojs-shsu.tdl.org/jbs/index.php/jbs/oai?verb=Identify,https://doaj.org/toc/4fdce88d29f641c080661264faa6eb80,0887-2058,2162-6901,United States,No,No,,,8872058,21626901,
Hermes,https://tidsskrift.dk/her/oai?verb=Identify,https://doaj.org/toc/79590a1f96df4fff81418376727d2ac9,0904-1699,1903-1785,Denmark,No,No,,,9041699,19031785,
K&K,https://tidsskrift.dk/kok/oai?verb=Identify,https://doaj.org/toc/62af870cca3a4226b7d6fe215b4aace8,0905-6998,2246-2589,Denmark,No,No,,,9056998,22462589,
Journal of Smooth Muscle Research,http://www.jssmr.jp/official/pg_journal/index.html/oai?verb=Identify,https://doaj.org/toc/9ae4170c3393448ba0c5a30dbd5ac8d7,0916-8737,,Japan,No,No,,,9168737,,
Journal of Epidemiology,http://jeaweb.jp/english/journal/index.html/oai?verb=Identify,https://doaj.org/toc/473aed501eaa4171a1836b654bdd5b65,0917-5040,1349-9092,Japan,Yes,No,,,9175040,13499092,
Indian Journal of Fibre & Textile Research,http://op.niscpr.res.in/index.php/IJFTR/oai?verb=Identify,https://doaj.org/toc/a912abd872b94b3ca1349e4d5f4958ed,0971-0426,0975-1025,India,No,No,,,9710426,9751025,
Journal of Extension Education,http://extensioneducation.org/index.php/jee/oai?verb=Identify,https://doaj.org/toc/8ddc8b1270654f7ab76f4c7b5260d8a3,0971-3123,2456-1282,India,Yes,No,,,9713123,24561282,
Annals of Library and Information Studies,http://op.niscpr.res.in/index.php/ALIS/oai?verb=Identify,https://doaj.org/toc/2040844386a7437d8cdb5fb82e2353b7,0972-5423,0975-2404,India,No,No,,,9725423,9752404,
Indian Journal of Traditional Knowledge,http://op.niscpr.res.in/index.php/ijtk/oai?verb=Identify,https://doaj.org/toc/30218393c9454c50b7b5b7aaf321f560,0972-5938,0975-1068,India,No,No,,,9725938,9751068,
Shodh Sanchayan,http://www.shodh.net/index.php/oai?verb=Identify,https://doaj.org/toc/a79ba086254c4c36929c37c6debb8a26,0975-1254,2249-9180,India,Yes,No,,,9751254,22499180,
Indian Journal of Natural Products and Resources,http://op.niscpr.res.in/index.php/IJNPR/oai?verb=Identify,https://doaj.org/toc/7263ce926ec64e8c964ba961a0e2f905,0976-0504,0976-0512,India,No,No,,,9760504,9760512,
Shuiwen dizhi gongcheng dizhi,https://www.swdzgcdz.com/indexen.htm/oai?verb=Identify,https://doaj.org/toc/752da426c76d47fa8830bc7a4a0f36e2,1000-3665,,China,Yes,No,,,10003665,,
Journal of Shanghai Normal University (Natural Sciences),http://qktg.shnu.edu.cn/zrb/shsfqkszrben/ch/index.aspx/oai?verb=Identify,https://doaj.org/toc/86efaf169b774569ac7c6a81a40c3be5,1000-5137,,China,Yes,No,,,10005137,,
Kuangchan zonghe liyong,http://www.kczhly.com/indexen.htm/oai?verb=Identify,https://doaj.org/toc/8d4ed0879b214a6487e02b73fa93081b,1000-6532,,China,Yes,No,,,10006532,,
Linchuang Gandanbing Zazhi,http://www.lcgdbzz.org/English/index.asp/oai?verb=Identify,https://doaj.org/toc/51348e6499ac4cdb851701d97c15230e,1001-5256,,China,Yes,Yes,,,10015256,,
Shipin gongye ke-ji,http://www.spgykj.com/indexen.htm/oai?verb=Identify,https://doaj.org/toc/fe40a21474c641f0800d26c0b65b0eef,1002-0306,,China,Yes,No,,,10020306,,
Zhongguo youzhi,http://tg.chinaoils.cn/ch/index.aspx/oai?verb=Identify,https://doaj.org/toc/28b94f662f3a4a1b8a9380da63a7e2a6,1003-7969,,China,Yes,No,,,10037969,,
Guangdong nongye kexue,http://gdnykx.cnjournals.org/gdnykx/ch/index.aspx/oai?verb=Identify,https://doaj.org/toc/4f12ad1401cc40629f1e354cbd7390bb,1004-874X,,China,Yes,Yes,,,1004874X,,
Shanghai yufang yixue,http://www.sjpm.org.cn/indexen.htm/oai?verb=Identify,https://doaj.org/toc/3058537a548245e1b1bb4f3f4fde3cbc,1004-9231,,China,Yes,No,,,10049231,,
Journal of Aeronautical Materials,http://jam.biam.ac.cn/indexen.htm/oai?verb=Identify,https://doaj.org/toc/63a88e98db9b4f498a4879c49351977f,1005-5053,,China,Yes,No,,,10055053,,
Jiejingmei jishu,https://jjmse.cbpt.cnki.net/WKD/WebPublication/index.aspx?mid=jjmse/oai?verb=Identify,https://doaj.org/toc/94809770949f4310bcc26d18278a8945,1006-6772,,China,Yes,No,,,10066772,,
Zhiye weisheng yu yingji jiuyuan,http://www.oher.com.cn/indexen.htm/oai?verb=Identify,https://doaj.org/toc/62471b3a367a4539a227dbed580164d4,1007-1326,,China,Yes,No,,,10071326,,
Journal of Hebei University of Science and Technology,http://xuebao.hebust.edu.cn/hbkjdxen/ch/index.aspx/oai?verb=Identify,https://doaj.org/toc/62e998f879c84fedace45d89253f7bf2,1008-1542,,China,No,No,,,10081542,,
Neimenggu dianli jishu,http://nmdj.cbpt.cnki.net/WKD/WebPublication/index.aspx?mid=nmdj/oai?verb=Identify,https://doaj.org/toc/f7e7233727834098b16e990137089b89,1008-6218,,China,No,No,,,10086218,,
Revista de Protección Vegetal,http://revistas.censa.edu.cu/index.php/RPV/oai?verb=Identify,https://doaj.org/toc/9b1cf9fd264a4aa787fa7937b2c6440b,1010-2752,2224-4697,Cuba,No,No,,,10102752,22244697,
South African Journal of Higher Education,https://www.journals.ac.za/index.php/sajhe//oai?verb=Identify,https://doaj.org/toc/842a6c39fbc1480fb4b91a8dd953e5b4,1011-3487,1753-5913,South Africa,Yes,Yes,,,10113487,17535913,
Revista Geográfica de América Central,http://www.revistas.una.ac.cr/index.php/geografica/oai?verb=Identify,https://doaj.org/toc/ddcba46a4ea944dc88744e44540da256,1011-484X,2215-2563,Costa Rica,No,No,,,1011484X,22152563,
Korean Journal of Ophthalmology,https://www.ekjo.org/index.php/oai?verb=Identify,https://doaj.org/toc/dff21047e3074097a944edab773adbc9,1011-8942,2092-9382,Korea Republic of,Yes,No,,,10118942,20929382,
Pythagoras,https://pythagoras.org.za/index.php/pythagoras/oai?verb=Identify,https://doaj.org/toc/02a150e0b0514dbeaf84fd94d99e0ea3,1012-2346,2223-7895,South Africa,Yes,Yes,,,10122346,22237895,
Town and Regional Planning,http://journals.ufs.ac.za/index.php/trp/oai?verb=Identify,https://doaj.org/toc/a271900506e74bcd84c307a09c5d40a0,1012-280X,2415-0495,South Africa,No,No,,,1012280X,24150495,
Revista de Química,https://revistas.pucp.edu.pe/index.php/quimica/oai?verb=Identify,https://doaj.org/toc/51b982f07c014b159373a6f99574242f,1012-3946,2518-2803,Peru,No,No,,,10123946,25182803,
Bangladesh Agronomy Journal,http://banglajol.info/index.php/BAJ/oai?verb=Identify,https://doaj.org/toc/6a07667574144708af171bd84796fc34,1013-1922,2412-5830,Bangladesh,Yes,No,,,10131922,24125830,
Annals of the University of Bucharest: Geography Series,http://annalsreview.geo.unibuc.ro/index.html/oai?verb=Identify,https://doaj.org/toc/3cb0dae594ee42c7b2beb0fd6aeb196c,1013-4115,2247-238X,Romania,No,No,,,10134115,2247238X,
South African Journal of Sports Medicine,http://journals.assaf.org.za/index.php/sajsm/oai?verb=Identify,https://doaj.org/toc/adc60a197b404ec9bf9beed2bec13780,1015-5163,2078-516X,South Africa,No,No,,,10155163,2078516X,
Acta Theologica,https://journals.ufs.ac.za/index.php/at/oai?verb=Identify,https://doaj.org/toc/42ef01203f644349a66964f2be3e97b2,1015-8758,2309-9089,South Africa,Yes,No,,,10158758,23099089,
South African Journal of Economic and Management Sciences,https://sajems.org/index.php/sajems/oai?verb=Identify,https://doaj.org/toc/62d06bd2a0a74ad6b078fda7403199b7,1015-8812,2222-3436,South Africa,Yes,Yes,,,10158812,22223436,
Banko Janakari,https://www.nepjol.info/index.php/BANKO/oai?verb=Identify,https://doaj.org/toc/fa11957f9ef84b0bb287f8d135d8c430,1016-0582,2631-2301,Nepal,No,No,,,10160582,26312301,
Espacio y Desarrollo,http://revistas.pucp.edu.pe/index.php/espacioydesarrollo//oai?verb=Identify,https://doaj.org/toc/f1e34f7f56084c6b947a57ef21086936,1016-9148,,Peru,No,No,,,10169148,,
Studia Historiae Ecclesiasticae,https://unisapressjournals.co.za/index.php/SHE/oai?verb=Identify,https://doaj.org/toc/ed5c63e370b744a5ab19423c6dc82426,1017-0499,2412-4265,South Africa,Yes,No,,,10170499,24124265,
Bulletin of the Iraq Natural History Museum,https://jnhm.uobaghdad.edu.iq/index.php/BINHM//oai?verb=Identify,https://doaj.org/toc/3d0200148eb5401ab3866fb9f45cd7b0,1017-8678,2311-9799,Iraq,Yes,No,,,10178678,23119799,
Revista Médica Herediana,https://revistas.upch.edu.pe/index.php/RMH/oai?verb=Identify,https://doaj.org/toc/7d489e70c2db42dfaa8f78a60250ff49,1018-130X,1729-214X,Peru,No,No,,,1018130X,1729214X,
Revista Estomatológica Herediana,https://revistas.upch.edu.pe/index.php/REH/oai?verb=Identify,https://doaj.org/toc/a9f4f6937ca84127aa7fa34c0d2bb10f,1019-4355,2225-7616,Peru,No,No,,,10194355,22257616,
تحقيقات جغرافيايی,http://georesearch.ir/index.php?slc_lang=en&sid=1/oai?verb=Identify,https://doaj.org/toc/8b4e3de8632442e492dbf7fb6f0a2c7e,1019-7052,2538-4384,Iran Islamic Republic of,Yes,Yes,,,10197052,25384384,
Agronomía Mesoamericana,http://revistas.ucr.ac.cr/index.php/agromeso/oai?verb=Identify,https://doaj.org/toc/199eab1028b14fb7930ee6df414d3b5a,1021-7444,2215-3608,Costa Rica,No,No,,,10217444,22153608,
Mitteilungen der Vereinigung Österreichischer Bibliothekarinnen und Bibliothekare,https://journals.univie.ac.at/index.php/voebm//oai?verb=Identify,https://doaj.org/toc/a79dabbee512453eb0d947deb59814aa,,1022-2588,Austria,No,No,,,,10222588,
Orð og Tunga,https://ordogtunga.arnastofnun.is/index.php/ord-og-tunga/oai?verb=Identify,https://doaj.org/toc/477c303406194034b1ebfd3d4be1aaec,1022-4610,2547-7218,Iceland,No,No,,,10224610,25477218,
Communitas,https://journals.ufs.ac.za/index.php/com/oai?verb=Identify,https://doaj.org/toc/3aef9188f46c4f8799e013a8fffa6749,1023-0556,2415-0525,South Africa,Yes,No,,,10230556,24150525,
Acta Structilia,http://journals.ufs.ac.za/index.php/as/oai?verb=Identify,https://doaj.org/toc/230592a540134d19b975354d18f4d2c5,1023-0564,2415-0487,South Africa,No,No,,,10230564,24150487,
The Mongolian Journal of International Affairs,https://www.mongoliajol.info/index.php/MJIA//oai?verb=Identify,https://doaj.org/toc/8a7014517fb7418c8ba89f77cc9bba48,1023-3741,2709-572X,Mongolia,No,No,,,10233741,2709572X,
Journal of Dental Medicine,http://jdm.tums.ac.ir/index.php?&slct_pg_id=10&sid=1&slc_lang=en/oai?verb=Identify,https://doaj.org/toc/7477e4ffcc8940b79ef8c15414bddf13,1024-641X,2008-2444,Iran Islamic Republic of,No,No,,,1024641X,20082444,
Archivo Médico de Camagüey,http://www.revistaamc.sld.cu/index.php/amc/oai?verb=Identify,https://doaj.org/toc/debf11f3989d4494a5a7e5cce5aa4b2f,,1025-0255,Cuba,No,No,,,,10250255,
Health SA Gesondheid: Journal of Interdisciplinary Health Sciences,https://hsag.co.za/index.php/hsag/oai?verb=Identify,https://doaj.org/toc/646b7a2b6fc34b0dbaa52768abde5b7b,1025-9848,2071-9736,South Africa,Yes,Yes,,,10259848,20719736,
Ingeniería Industrial,https://revistas.ulima.edu.pe/index.php/Ingenieria_industrial/oai?verb=Identify,https://doaj.org/toc/9e475627ae894929bfbfc900310f0c07,1025-9929,2523-6326,Peru,No,No,,,10259929,25236326,
‬‭Majallah-i ̒Ilmī-i Shīlāt-i Īrān,http://isfj.ir/index.php?sid=1&slc_lang=fa/oai?verb=Identify,https://doaj.org/toc/6ccadcfd38ee46e1b48a0259c95bef4d,1026-1354,2322-5998,Iran Islamic Republic of,Yes,No,,,10261354,23225998,
Revista Mexicana de Ciencias Geológicas,http://rmcg.geociencias.unam.mx/index.php/rmcg/oai?verb=Identify,https://doaj.org/toc/bf487200ff65455db10dbd1123a811d4,1026-8774,,Mexico,No,Yes,,,10268774,,
Majallah-i Pizishkī-i Urūmiyyah,http://umj.umsu.ac.ir/index.php?&slct_pg_id=10&sid=1&slc_lang=en/oai?verb=Identify,https://doaj.org/toc/c5a30bc0d95b4f3e8669e9a9845609f7,1027-3727,2008-4153,Iran Islamic Republic of,No,No,,,10273727,20084153,
Bangladesh Journal of Plant Taxonomy,http://www.banglajol.info/index.php/BJPT/oai?verb=Identify,https://doaj.org/toc/cc2909cddbbd4065aa87423ae908a82e,1028-2092,2224-7297,Bangladesh,No,No,,,10282092,22247297,
