Cuadernos de Historia Moderna,https://revistas.ucm.es/index.php/CHMO//oai?verb=Identify,Found:OK,euridice@ucm.es,Spain,0214-4018,1988-2475
Khazanah: Jurnal Studi Islam dan Humaniora,http://jurnal.uin-antasari.ac.id/index.php/khazanah/oai?verb=Identify,Found:OK,khazanah@uin-antasari.ac.id,Indonesia,0215-837X,2460-7606
Bahastra,http://journal.uad.ac.id/index.php/BAHASTRA/oai?verb=Identify,Found:OK,yosi.wulandari@pbsi.uad.ac.id,Indonesia,0215-4994,2548-4583
Jurnal Fitopatologi Indonesia,http://journal.ipb.ac.id/index.php/jfiti/oai?verb=Identify,Found:OK,srihendrastuti@apps.ipb.ac.id,Indonesia,0215-7950,2339-2479
INFAD,https://revista.infad.eu/index.php/IJODAEP/oai?verb=Identify,Found:OK,revista@infad.eu,Spain,0214-9877,2603-5987
Media Kedokteran Hewan,https://e-journal.unair.ac.id/MKH/oai?verb=Identify,Found:OK,yulianna-puspitasari@fkh.unair.ac.id,Indonesia,0215-8930,2775-975X
Perfiles Latinoamericanos,https://perfilesla.flacso.edu.mx/index.php/perfilesla/oai?verb=Identify,Found:OK,perfiles@flacso.edu.mx,Mexico,0188-7653,2309-4982
Jurnal Analisis Kebijakan Kehutanan,http://ejournal.forda-mof.org/ejournal-litbang/index.php/JAKK//oai?verb=Identify,Found:OK,jurnal.kebijakan.kehutanan@gmail.com,Indonesia,0216-0897,2502-6267
Perspectiva,https://periodicos.ufsc.br/index.php/perspectiva/oai?verb=Identify,Found:OK,perspectiva@contato.ufsc.br,Brazil,0102-5473,2175-795X
Jurnal Ilmiah Kursor: Menuju Solusi Teknologi Informasi,https://kursorjournal.org/index.php/kursor/oai?verb=Identify,Found:OK,ykustiyahningsih@trunojoyo.ac.id,Indonesia,0216-0544,2301-6914
Jurnal Ekonomi Modernisasi,https://ejournal.unikama.ac.id/index.php/JEKO/oai?verb=Identify,Found:OK,jurnal.modernisasi@unikama.ac.id,Indonesia,0216-373X,2502-4078
Jurnal Ilmu Pendidikan,http://journal2.um.ac.id/index.php/jip/oai?verb=Identify,Found:OK,jip@um.ac.id,Indonesia,0215-9643,2442-8655
Berkala Arkeologi,https://berkalaarkeologi.kemdikbud.go.id/index.php/berkalaarkeologi/oai?verb=Identify,Found:OK,berkala.arkeologi@gmail.com,Indonesia,0216-1419,2548-7132
Mandala of Health,http://jos.unsoed.ac.id/index.php/mandala/oai?verb=Identify,Found:OK,wahyu_swdr@yahoo.com,Indonesia,0216-3098,
Jurnal Profesi Medika,https://ejournal.upnvj.ac.id/index.php/JPM/oai?verb=Identify,Found:OK,profesimedika@upnvj.ac.id,Indonesia,0216-3438,2621-1122
Wartazoa,http://medpub.litbang.pertanian.go.id/index.php/wartazoa/oai?verb=Identify,Found: NOT!!!,Indonesia,0216-6461,2354-6832
Jurnal Penelitian Hasil Hutan (Journal of Forest Products Research),http://ejournal.forda-mof.org/ejournal-litbang/index.php/JPHH/oai?verb=Identify,Found:OK,gustanpari@gmail.com,Indonesia,0216-4329,2442-8957
Jurnal Manajemen dan Pemasaran Jasa,http://www.trijurnal.lemlit.trisakti.ac.id/index.php/jasa/oai?verb=Identify,Found: NOT!!!,Indonesia,0216-3780,2442-9732
Al-Albab,http://jurnaliainpontianak.or.id/index.php/alalbab/oai?verb=Identify,Found:OK,redaksi.bjrs@gmail.com,Indonesia,0216-6143,2502-8340
Perspectiva Filosófica,https://periodicos.ufpe.br/revistas/perspectivafilosofica/oai?verb=Identify,Found: NOT!!!,Brazil,0104-6454,2357-9986
Boletín de Geología,http://revistas.uis.edu.co/index.php/revistaboletindegeologia/oai?verb=Identify,Found: NOT!!!,Colombia,0120-0283,2145-8553
Economics and Finance in Indonesia,http://efi.ui.ac.id/index.php/efi/oai?verb=Identify,Found: NOT!!!,Indonesia,0126-155X,2442-9260
DiH,http://jurnal.untag-sby.ac.id/index.php/dih/oai?verb=Identify,Found:OK,evikongres@untag-sby.ac.id,Indonesia,0216-6534,2654-525X
Planta Tropika: Jurnal Agrosains,https://journal.umy.ac.id/index.php/pt/oai?verb=Identify,Found:OK,plantatropika@umy.ac.id,Indonesia,0216-499X,2528-7079
Refuge,https://refuge.journals.yorku.ca/index.php/refuge/oai?verb=Identify,Found:OK,refuge@yorku.ca,Canada,0229-5113,1920-7336
Jurnal Akuntansi Indonesia,http://jurnal.unissula.ac.id/index.php/jai/oai?verb=Identify,Found:OK,kiryanto@unissula.ac.id,Indonesia,0216-6747,2655-9552
Jurnal Agroqua,https://journals.unihaz.ac.id/index.php/agroqua/oai?verb=Identify,Found:OK,jurnalagroqua@gmail.com,Indonesia,0216-6585,2598-4071
Technische Mechanik,https://journals.ub.ovgu.de/index.php/techmech/oai?verb=Identify,Found:OK,Technische.Mechanik@ovgu.de,Germany,0232-3869,2199-9244
Археологія,https://arheologia.com.ua/index.php/arheologia/oai?verb=Identify,Found:OK,editors_arch@ukr.net,Ukraine,0235-3490,2616-499X
At-Ta'dib,https://ejournal.unida.gontor.ac.id/index.php/tadib/oai?verb=Identify,Found:OK,attadib@unida.gontor.ac.id,Indonesia,0216-9142,2503-3514
Anuario de Historia Regional y de las Fronteras,http://revistas.uis.edu.co/index.php/anuariohistoria/oai?verb=Identify,Found: NOT!!!,Colombia,0122-2066,2145-8499
Tér és Társadalom,https://tet.rkk.hu/index.php/TeT/oai?verb=Identify,Found:OK,lux.gabor@krtk.hu,Hungary,0237-7683,2062-9923
Apuntes: Revista de Ciencias Sociales,http://revistas.up.edu.pe/index.php/apuntes/oai?verb=Identify,Found:OK,apuntes_editor@up.edu.pe,Peru,0252-1865,2223-1757
Hamdard Islamicus,https://hamdardislamicus.com.pk/index.php/hi/oai?verb=Identify,Found:OK,pkp.contact@gmail.com,Pakistan,0250-7196,2789-8490
EURE (Santiago) - Revista Latinoamericana de Estudios Urbano Regionales,http://www.eure.cl/index.php/eure/oai?verb=Identify,Found:OK,asistenteedicion@eure.cl,Chile,0250-7161,0717-6236
Acta IMEKO,https://acta.imeko.org/index.php/acta-imeko/oai?verb=Identify,Found:OK,editorinchief.actaimeko@hunmeko.org,Hungary,0237-028X,2221-870X
Revista de Psicología,http://revistas.pucp.edu.pe/index.php/psicologia/oai?verb=Identify,Found:OK,revpsicologia@pucp.edu.pe,Peru,0254-9247,2223-3733
Scriptura,https://scriptura.journals.ac.za/pub/oai?verb=Identify,Found:OK,mjnel@sun.ac.za,South Africa,0254-1807,2305-445X
Revista Técnica de la Facultad de Ingeniería,https://www.produccioncientificaluz.org/index.php/tecnica/oai?verb=Identify,Found:OK,revistatecnica@fing.luz.edu.ve,Venezuela Bolivarian Republic of,0254-0770,2477-9377
Revista Cubana de Física,http://www.revistacubanadefisica.org/index.php/rcf/oai?verb=Identify,Found:OK,ealtshuler@fisica.uh.cu,Cuba,0253-9268,2224-7939
Revista CENIC. Ciencias Biológicas,https://revista.cnic.cu/index.php/RevBiol/oai?verb=Identify,Found:OK,editorial.cenic@cnic.cu,Cuba,0253-5688,2221-2450
Missionalia: Southern African Journal of Missiology,http://missionalia.journals.ac.za/pub/oai?verb=Identify,Found:OK,revebaron@gmail.com,South Africa,0256-9507,2312-878X
SA Journal of Industrial Psychology,https://sajip.co.za/index.php/sajip/oai?verb=Identify,Found:OK,submissions@sajip.co.za,South Africa,0258-5200,2071-0763
Literator,https://literator.org.za/index.php/literator/oai?verb=Identify,Found:OK,submissions@literator.org.za,South Africa,0258-2279,2219-8237
The Rural Educator,https://journals.library.msstate.edu/index.php/ruraled/oai?verb=Identify,Found:OK,theruraleducator@gmail.com,United States,0273-446X,2643-9662
Indian Journal of Biochemistry and Biophysics,http://op.niscpr.res.in/index.php/IJBB/oai?verb=Identify,Found:OK,ijbb@niscpr.res.in,India,0301-1208,0975-0959
Ciência & Trópico,https://periodicos.fundaj.gov.br/CIC/oai?verb=Identify,Found:OK,alexandrina.sobreira@fundaj.gov.br,Brazil,0304-2685,2526-9372
The Denning Law Journal,http://www.ubplj.org/index.php/dlj//oai?verb=Identify,Found:OK,sarah.sargent@buckingham.ac.uk,United Kingdom,0269-1922,2047-2765
Upsala Journal of Medical Sciences,https://ujms.net/index.php/ujms/oai?verb=Identify,Found:OK,michael.welsh@mcb.uu.se,Sweden,0300-9734,2000-1967
Journal of Education,http://journals.ukzn.ac.za/index.php/joe/oai?verb=Identify,Found:OK,rose@saera.co.za,South Africa,0259-479X,2520-9868
Revista de Producción Animal,https://revistas.reduc.edu.cu/index.php/rpa//oai?verb=Identify,Found:OK,jose.bertot@reduc.edu.cu,Cuba,0258-6010,2224-7920
Nigerian Agricultural Journal,https://www.ajol.info/index.php/naj/oai?verb=Identify,Found:OK,okoyebenjamen@yahoo.com,Nigeria,0300-368X,
Іноземна філологія,http://publications.lnu.edu.ua/collections/index.php/foreighnphilology/oai?verb=Identify,Found:OK,inozemna_filologiya@lnu.edu.ua,Ukraine,0320-2372,2078-2373
Actualidades Biológicas,https://revistas.udea.edu.co/index.php/actbio/oai?verb=Identify,Found:OK,maria.mejia3@udea.edu.co,Colombia,0304-3584,2145-7166
Revista da Faculdade de Direito da Universidade Federal de Minas Gerais,https://revista.direito.ufmg.br/index.php/revista/oai?verb=Identify,Found:OK,revista@direito.ufmg.br,Brazil,0304-2340,1984-1841
Czech Journal of International Relations,https://cjir.iir.cz/index.php/cjir/oai?verb=Identify,Found:OK,kolmas@iir.cz,Czechia,0323-1844,2570-9429
Análisis Filosófico,https://analisisfilosofico.org/index.php/af/oai?verb=Identify,Found:OK,info@analisisfilosofico.org,Argentina,0326-1301,1851-9636
Античная древность и средние века,https://journals.urfu.ru/index.php/adsv/oai?verb=Identify,Found:OK,tkushch@yandex.ru,Russian Federation,0320-4472,2687-0398
Patristica et Mediaevalia,http://revistascientificas.filo.uba.ar/index.php/petm/oai?verb=Identify,Found:OK,patristicaetmediaevalia@filo.uba.ar,Argentina,0325-2280,2683-9636
Scripta Ethnologica,https://caea.ar/scriptaethnologica/index.php/scripta/oai?verb=Identify,Found:OK,caeasecretaria@gmail.com,Argentina,0325-6669,1669-0990
Prudentia Iuris,https://erevistas.uca.edu.ar/index.php/PRUDENTIA/oai?verb=Identify,Found:OK,prudentia_iuris@uca.edu.ar,Argentina,0326-2774,2524-9525
Revista de Educación Matemática,https://revistas.unc.edu.ar/index.php/REM/oai?verb=Identify,Found:OK,revm@famaf.unc.edu.ar,Argentina,0326-8780,1852-2890
Memoria Americana,http://revistascientificas.filo.uba.ar/index.php/MA/about/oai?verb=Identify,Found: NOT!!!,Argentina,0327-5752,1851-3751
Estudios de Historia de España,https://erevistas.uca.edu.ar/index.php/EHE/oai?verb=Identify,Found:OK,iheuca@uca.edu.ar,Argentina,0328-0284,2469-0961
Επιθεώρηση Κοινωνικών Ερευνών,https://ejournals.epublishing.ekt.gr/index.php/ekke/oai?verb=Identify,Found:OK,grsr@ekke.gr,Greece,0013-9696,2241-8512
Clio y Asociados,https://bibliotecavirtual.unl.edu.ar/publicaciones/index.php/ClioyAsociados/oai?verb=Identify,Found:OK,revistaclioyasociados@gmail.com,Argentina,0328-820X,2362-3063
Area,https://publicacionescientificas.fadu.uba.ar/index.php/area/oai?verb=Identify,Found:OK,revista.area@fadu.uba.ar,Argentina,0328-1337,2591-5312
Estudios Digital,https://revistas.unc.edu.ar/index.php/restudios/oai?verb=Identify,Found:OK,revistaestudioscea@gmail.com,Argentina,0328-185X,1852-1568
Praxis Educativa,https://cerac.unlpam.edu.ar/index.php/praxis/oai?verb=Identify,Found:OK,revistapraxiseducativaiceii@gmail.com,Argentina,0328-9702,2313-934X
Arquitecno,https://revistas.unne.edu.ar/index.php/arq/oai?verb=Identify,Found:OK,devedoya@gmail.com,Argentina,0328-0896,2683-9881
Yankuang ceshi,http://www.ykcs.ac.cn/indexen.htm/oai?verb=Identify,Found: NOT!!!,China,0254-5357,
CELEHIS,http://fh.mdp.edu.ar/revistas/index.php/celehis/oai?verb=Identify,Found:OK,revistacelehis@gmail.com,Argentina,0328-5766,2313-9463
Revista de Educación en Biología,https://revistas.unc.edu.ar/index.php/revistaadbia/oai?verb=Identify,Found:OK,reb@adbia.org.ar,Argentina,0329-5192,2344-9225
Revista IRICE,https://ojs.rosario-conicet.gov.ar/index.php/revistairice/oai?verb=Identify,Found:OK,revista@irice-conicet.gov.ar,Argentina,0327-392X,2618-4052
Studium: Filosofía y Teología,https://revistas.unsta.edu.ar/index.php/Studium/oai?verb=Identify,Found:OK,studium@unsta.edu.ar,Argentina,0329-8930,2591-426X
Perspectives in Education,https://journals.ufs.ac.za/index.php/pie/oai?verb=Identify,Found:OK,nieuwenhuisfj@ufs.ac.za,South Africa,0258-2236,2519-593X
Viking,https://journals.uio.no/index.php/viking/oai?verb=Identify,Found:OK,viking-tidsskrift@arkeologi.no,Norway,0332-608X,2535-2660
Indiana,https://journals.iai.spk-berlin.de/index.php/indiana/oai?verb=Identify,Found:OK,indiana@iai.spk-berlin.de,Germany,0341-8642,2365-2225
Књижевна историја,http://knjizevnaistorija.rs/index.php/home/oai?verb=Identify,Found:OK,bojan.jovic@ikum.org.rs,Serbia,0350-6428,2738-151X
Journal of Literary Studies,https://unisapressjournals.co.za/index.php/jls/oai?verb=Identify,Found:OK,jls1@unisapressjournals.co.za,South Africa,0256-4718,1753-5387
Nordlyd: Tromsø University Working Papers on Language & Linguistics,https://septentrio.uit.no/index.php/nordlyd/oai?verb=Identify,Found:OK,peter.svenonius@uit.no,Norway,0332-7531,1503-8599
Kertha Patrika,https://ojs.unud.ac.id/index.php/kerthapatrika/oai?verb=Identify,Found:OK,parikesit@unud.com,Indonesia,0215-899X,2579-9487
Rangifer,https://septentrio.uit.no/index.php/rangifer/oai?verb=Identify,Found:OK,rangifer@slu.se,Norway,0333-256X,1890-6729
Pravo,https://casopis.pravni-fakultet.edu.rs/index.php/ltp/oai?verb=Identify,Found:OK,jelena@pravni-fakultet.info,Serbia,0352-3713,2683-5711
Zbornik Radova: Geografski institut "Jovan Cvijić",https://ojs.gi.sanu.ac.rs/index.php/zbornik/oai?verb=Identify,Found:OK,zbornik@gi.sanu.ac.rs,Serbia,0350-7599,1821-2808
Etnoantropološki Problemi,https://www.eap-iea.org/index.php/eap/oai?verb=Identify,Found:OK,editor@eap-iea.org,Serbia,0353-1589,2334-8801
Teme,http://teme2.junis.ni.ac.rs/index.php/TEME/oai?verb=Identify,Found:OK,temeed@junis.ni.ac.rs,Serbia,0353-7919,1820-7804
Facta Universitatis. Series: Electronics and Energetics,http://casopisi.junis.ni.ac.rs/index.php/FUElectEnerg/oai?verb=Identify,Found:OK,fueaeed@junis.ni.ac.rs,Serbia,0353-3670,2217-5997
Facta Universitatis. Series: Mechanical Engineering,http://casopisi.junis.ni.ac.rs/index.php/FUMechEng/oai?verb=Identify,Found:OK,fumeed@junis.ni.ac.rs,Serbia,0354-2025,2335-0164
Facta Universitatis. Series: Economics and Organization,http://casopisi.junis.ni.ac.rs/index.php/FUEconOrg/oai?verb=Identify,Found:OK,fueaoed@junis.ni.ac.rs,Serbia,0354-4699,2406-050X
Facta Universitatis Series: Linguistics and Literature,http://casopisi.junis.ni.ac.rs/index.php/FULingLit/oai?verb=Identify,Found:OK,stojicic.facta@gmail.com,Serbia,0354-4702,2406-0518
Dve Domovini,https://ojs.zrc-sazu.si/twohomelands/oai?verb=Identify,Found:OK,hladnik@zrc-sazu.si,Slovenia,0353-6777,1581-1212
Sociobiology,http://periodicos.uefs.br/index.php/sociobiology//oai?verb=Identify,Found:OK,sociobiology.ens@uefs.br,Brazil,0361-6525,2447-8067
Фармацевтичний журнал,https://pharmj.org.ua/index.php/journal/oai?verb=Identify,Found:OK,anisimov@dec.gov.ua,Ukraine,0367-3057,2617-9628
Boletín de Estudios Geográficos,https://revistas.uncu.edu.ar/ojs3/index.php/beg/oai?verb=Identify,Found:OK,beg@ffyl.uncu.edu.ar,Argentina,0374-6186,2525-1813
Agronomía Costarricense,http://www.mag.go.cr/rev_agr/index.html/oai?verb=Identify,Found: NOT!!!,Costa Rica,0377-9424,2215-2202
Annales Universitatis Mariae Curie-Skłodowska. Sectio A Mathematica,https://journals.umcs.pl/a/oai?verb=Identify,Found:OK,bsprus@hektor.umcs.lublin.pl,Poland,0365-1029,2083-7402
Le Matematiche,https://lematematiche.dmi.unict.it/index.php/lematematiche/oai?verb=Identify,Found:OK,ricceri@dmi.unict.it,Italy,0373-3505,2037-5298
Theologia Viatorum,https://theologiaviatorum.org/index.php/tv/oai?verb=Identify,Found:OK,submissions@theologiaviatorum.org,South Africa,0378-4142,2664-2980
South African Journal of Physiotherapy,https://sajp.co.za/index.php/sajp/oai?verb=Identify,Found:OK,submissions@sajp.co.za,South Africa,0379-6175,2410-8219
South African Journal of Communication Disorders,https://sajcd.org.za/index.php/sajcd/oai?verb=Identify,Found:OK,submissions@sajcd.org.za,South Africa,0379-8046,2225-4765
Revista de Filología y Lingüística de la Universidad de Costa Rica,https://revistas.ucr.ac.cr/index.php/filyling/oai?verb=Identify,Found:OK,filyling@ucr.ac.cr,Costa Rica,0377-628X,2215-2628
Indian Journal of Animal Sciences,https://epubs.icar.org.in/index.php/IJAnS/oai?verb=Identify,Found:OK,editor.ijans@icar.gov.in,India,0367-8318,2394-3327
Revista de la Sociedad Científica del Paraguay,http://sociedadcientifica.org.py/ojs/index.php/rscpy/oai?verb=Identify,Found:OK,sociedadcientificaparaguay@gmail.com,Paraguay,0379-9123,2617-4731
Tropical Zoology,https://pagepress.org/biology/tz/oai?verb=Identify,Found:OK,laura.bergamaschi@pagepress.org,Italy,0394-6975,1970-9528
فکر و نظر,http://irigs.iiu.edu.pk:64447/ojs/index.php/irifikronazar/oai?verb=Identify,Found:OK,fikronazar.iri@iiu.edu.pk,Pakistan,0430-4055,2518-9948
Neurologia Medico-Chirurgica,http://jns.umin.ac.jp/nmc-english/index.html/oai?verb=Identify,Found: NOT!!!,Japan,0470-8105,1349-8029
Revista de Salud Animal,http://revistas.censa.edu.cu/index.php/RSA/oai?verb=Identify,Found: NOT!!!,Cuba,0253-570X,2224-4700
Annales Universitatis Mariae Curie-Skłodowska Sectio H Oeconomia,https://journals.umcs.pl/h/oai?verb=Identify,Found:OK,annalessectioh@poczta.umcs.lublin.pl,Poland,0459-9586,2449-8513
Thalassia Salentina,http://siba-ese.unisalento.it/index.php/thalassiasal/oai?verb=Identify,Found:OK,genuario.belmonte@unisalento.it,Italy,0563-3745,1591-0725
الأستاذ,https://alustath.uobaghdad.edu.iq/index.php/UJIRCO/oai?verb=Identify,Found:OK,dhea.mizhir@ircoedu.uobaghdad.edi.iq,Iraq,0552-265X,2518-9263
Energija Ekonomija Ekologija,http://www.savezenergeticara.org/index.php/casopis/oai?verb=Identify,Found: NOT!!!,Serbia,0354-8651,2812-7528
Theoria,https://ojs.ehu.eus/index.php/THEORIA/oai?verb=Identify,Found:OK,editor.theoria@ehu.eus,Spain,0495-4548,2171-679X
Revista da Faculdade de Odontologia de Porto Alegre,https://seer.ufrgs.br/RevistadaFaculdadeOdontologia/oai?verb=Identify,Found:OK,revistaodonto@ufrgs.br,Brazil,0566-1854,2177-0018
Bonplandia,http://ibone.unne.edu.ar/index.php?varbotpcipal=bonplandia&varbotsec=bonplandia/oai?verb=Identify,Found:OK,ibone@agr.unne.edu.ar | webibone@agr.unne.edu.ar | ibonectes@gmail.com,Argentina,0524-0476,1853-8460
Revista de Ciencias Sociales,https://revistas.ucr.ac.cr/index.php/sociales/oai?verb=Identify,Found:OK,revista.cs@ucr.ac.cr,Costa Rica,0482-5276,2215-2601
Advances in Horticultural Science,https://oaj.fupress.net/index.php/ahs/oai?verb=Identify,Found:OK,ahs@dispaa.unifi.it,Italy,0394-6169,1592-1573
Anuario del Seminario de Filología Vasca "Julio de Urquijo",https://ojs.ehu.eus/index.php/ASJU/oai?verb=Identify,Found:OK,joseba.lakarra@ehu.eus,Spain,0582-6152,2444-2992
Investigaciones y Ensayos,https://iye.anh.org.ar/index.php/iye/oai?verb=Identify,Found:OK,publicaciones@anhistoria.org.ar,Argentina,0539-242X,2545-7055
Suvremena Lingvistika,http://suvlin.ffzg.hr/index.php/en//oai?verb=Identify,Found: NOT!!!,Croatia,0586-0296,1847-117X
Windsor Yearbook of Access to Justice,https://wyaj.uwindsor.ca/index.php/wyaj/oai?verb=Identify,Found:OK,wyaj@uwindsor.ca,Canada,0710-0841,2561-5017
Literatura y Lingüística,http://ediciones.ucsh.cl/index.php/lyl/oai?verb=Identify,Found:OK,literaturalinguistica@ucsh.cl,Chile,0716-5811,0717-621X
Cultura-Hombre-Sociedad,https://cuhso.uct.cl/index.php/CUHSO/oai?verb=Identify,Found:OK,cuhso@uct.cl,Chile,0716-1557,0719-2789
Лесковачки зборник,http://leskovackizbornik.rs/index.php/zbornik/oai?verb=Identify,Found:OK,dejan.antic@filfak.ni.ac.rs,Serbia,0459-1070,2955-9952
Scripta Instituti Donneriani Aboensis,https://journal.fi/scripta/oai?verb=Identify,Found:OK,donner.institute@abo.fi,Finland,0582-3226,
Atlantis,https://journals.msvu.ca/index.php/atlantis/oai?verb=Identify,Found:OK,atlantis.journal@msvu.ca,Canada,0702-7818,1715-0698
Revista de Estudios y Experiencias en Educación,http://www.rexe.cl/ojournal/index.php/rexe/oai?verb=Identify,Found:OK,rexe@ucsc.cl,Chile,0717-6945,0718-5162
Revista Chilena de Radiología,https://www.resochradi.com/index.php/oai?verb=Identify,Found:OK,permanyer@permanyer.com,Spain,0717-201X,0717-9308
African and Mediterranean Agricultural Journal - Al Awamia,https://revues.imist.ma/index.php/Afrimed/oai?verb=Identify,Found:OK,rachid.mrabet@inra.ma,Morocco,0572-2721,2658-9184
Estudios de Administración,https://estudiosdeadministracion.uchile.cl/index.php/EDA/oai?verb=Identify,Found:OK,estudios@uchile.cl,Chile,0717-0653,0719-0816
Latin American Journal of Aquatic Research,http://www.lajar.cl/index.php/rlajar/oai?verb=Identify,Found:OK,lajar@pucv.cl,Chile,,0718-560X
Revista de Geografía Espacios,http://revistas.academia.cl/index.php/esp/oai?verb=Identify,Found:OK,fperez@academia.cl,Chile,0719-0573,0719-7209
Diseña,http://www.revistadisena.uc.cl/index.php/Disena/oai?verb=Identify,Found:OK,disena@uc.cl,Chile,0718-8447,2452-4298
Acta Carsologica,https://ojs.zrc-sazu.si/carsologica/oai?verb=Identify,Found:OK,gabrovsek@zrc-sazu.si,Slovenia,0583-6050,1580-2612
Antropologías del Sur,http://revistas.academia.cl/index.php/rantros/oai?verb=Identify,Found:OK,pcontreras@academia.cl,Chile,0719-4498,0719-5532
Sophia Austral,http://www.sophiaaustral.cl/index.php/shopiaaustral/oai?verb=Identify,Found:OK,marcelo.mayorga@umag.cl,Chile,,0719-5605
Dorsal,http://www.revistas.cenaltes.cl/index.php/dorsal/oai?verb=Identify,Found:OK,dorsal@iberofoucault.org,Chile,,0719-7519
Information Technology and Libraries,https://ejournals.bc.edu/index.php/ital/oai?verb=Identify,Found:OK,varnum@umich.edu,United States,0730-9295,2163-5226
På Spissen,http://ps.noda.no/index.php/ps/oai?verb=Identify,Found: NOT!!!,Norway,0800-2452,2464-2258
Revista Stultifera,http://revistas.uach.cl/index.php/revstul/oai?verb=Identify,Found:OK,juan.gonzalezderequena@uach.cl,Chile,,0719-983X
Cuadernos de Teología - Universidad Católica del Norte,http://revistas.ucn.cl/index.php/teologia/oai?verb=Identify,Found:OK,revistacuadernosdeteologia@ucn.cl,Chile,,0719-8175
Revista Uruguaya de Enfermería,http://rue.fenf.edu.uy/index.php/rue/oai?verb=Identify,Found:OK,rue@fenf.edu.uy,Uruguay,0797-6194,2301-0371
Revista Científica,https://www.produccioncientificaluz.org/index.php/cientifica/instrucciones/oai?verb=Identify,Found: NOT!!!,Venezuela Bolivarian Republic of,0798-2259,2521-9715
Namn og Nemne,http://ojs.novus.no/index.php/NON/oai?verb=Identify,Found:OK,ivar.berg@ntnu.no,Norway,0800-4684,2703-7371
Acta Academica,http://journals.ufs.ac.za/index.php/aa/oai?verb=Identify,Found:OK,EloffPR@ufs.ac.za,South Africa,0587-2405,2415-0479
Polar Research,https://polarresearch.net/index.php/polar/oai?verb=Identify,Found:OK,helle.goldman@npolar.no,Norway,0800-0395,1751-8369
Alces,http://alcesjournal.org/index.php/alces/oai?verb=Identify,Found:OK,pete.pekins@unh.edu,Canada,0835-5851,2293-6629
Journal of Comparative Social Work,https://journals.uis.no/index.php/JCSW/oai?verb=Identify,Found:OK,per.kolstrup@uis.no,Norway,,0809-9936
NOA,http://ojs.novus.no/index.php/NOA/oai?verb=Identify,Found:OK,lise.kulbrandstad@inn.no,Norway,0801-3284,2387-6670
Collegium Medievale,http://ojs.novus.no/index.php/CM/oai?verb=Identify,Found:OK,bjorn.bandlien@usn.no,Norway,0801-9282,2387-6700
Työelämän tutkimus,https://journal.fi/tyoelamantutkimus/oai?verb=Identify,Found:OK,antero.olakivi@helsinki.fi,Finland,0788-091X,2670-1758
Gerontologia,https://journal.fi/gerontologia/oai?verb=Identify,Found:OK,paatoimittaja@gerontologia.fi,Finland,0784-0039,2489-494X
Australian Educational Computing,http://journal.acce.edu.au/index.php/AEC/oai?verb=Identify,Found:OK,president@acce.edu.au,Australia,0816-9020,1443-833X
Rakenteiden Mekaniikka,https://rakenteidenmekaniikka.journal.fi/oai?verb=Identify,Found:OK,jarkko.niiranen@aalto.fi,Finland,0783-6104,1797-5301
Miqot: Jurnal Ilmu-ilmu Keislaman,http://jurnalmiqotojs.uinsu.ac.id/index.php/jurnalmiqot/oai?verb=Identify,Found:OK,miqot@uinsu.ac.id,Indonesia,0852-0720,2502-3616
Humaniora,https://jurnal.ugm.ac.id/jurnal-humaniora/oai?verb=Identify,Found:OK,humaniora@ugm.ac.id,Indonesia,0852-0801,2302-9269
Justitia Et Pax,https://ojs.uajy.ac.id/index.php/justitiaetpax/oai?verb=Identify,Found:OK,sri.pudyatmoko@uajy.ac.id,Indonesia,0852-1883,2541-3007
Quinto Sol,http://cerac.unlpam.edu.ar/index.php/quintosol/oai?verb=Identify,Found: NOT!!!,Argentina,0329-2665,1851-2879
Norsk Lingvistisk Tidsskrift,http://ojs.novus.no/index.php/NLT/oai?verb=Identify,Found:OK,Elin.Gunleifsen@uia.no,Norway,0800-3076,2387-6719
IPTEK: The Journal for Technology and Science,http://www.iptek.its.ac.id/index.php/jts/oai?verb=Identify,Found: NOT!!!,Indonesia,0853-4098,2088-2033
Nordlit: Tidsskrift i litteratur og kultur,https://septentrio.uit.no/index.php/nordlit//oai?verb=Identify,Found:OK,morten.auklend@uit.no,Norway,0809-1668,1503-2086
Majalah Ilmiah Biologi Biosfera: A Scientific Journal,http://journal.bio.unsoed.ac.id/index.php/biosfera/oai?verb=Identify,Found:OK,erwin.ardli@unsoed.ac.id,Indonesia,0853-1625,2528-2050
Jurnal Filsafat,https://jurnal.ugm.ac.id/wisdom/oai?verb=Identify,Found:OK,jurnal-wisdom@ugm.ac.id,Indonesia,0853-1870,2528-6811
Jurnal Ilmu Pertanian Indonesia,https://journal.ipb.ac.id/index.php/JIPI/oai?verb=Identify,Found:OK,jipi-lppm@apps.ipb.ac.id,Indonesia,0853-4217,2443-3462
Jurnal Urologi Indonesia,http://juri.urologi.or.id/juri/oai?verb=Identify,Found:OK,indonesianjurol@gmail.com,Indonesia,0853-442X,2355-1402
Jurnal Siasat Bisnis,http://journal.uii.ac.id/index.php/JSB/oai?verb=Identify,Found:OK,muafi@uii.ac.id,Indonesia,0853-7666,2528-7001
Jurnal Perikanan Universitas Gadjah Mada,https://jurnal.ugm.ac.id/jfs/oai?verb=Identify,Found:OK,jurnalperikanan.faperta@ugm.ac.id,Indonesia,0853-6384,2502-5066
